TQ,DPQ,C,OU,DI,DFT,RD,DFO,DI2,DFT2,RD2,DFO2,DI3,DFT3,RD3,DFO3
4,2,4,0,34,27,7,5,7,3,4,4,4,4,0,0
1,4,4,3,34,33,1,1,1,1,0,0,0,0,0,0
0,1,2,4,43,43,0,0,0,0,0,0,0,0,0,0
4,4,1,2,31,5,26,7,26,3,23,8,23,0,23,13
4,3,2,2,31,8,23,2,23,0,23,0,23,5,18,16
4,3,2,2,32,28,4,4,4,4,0,0,0,0,0,0
3,0,0,2,15,8,7,3,7,5,2,0,2,1,1,0
0,1,1,3,35,22,13,13,13,7,6,0,6,5,1,0
2,0,1,4,29,5,24,11,24,4,20,2,20,20,0,0
2,2,1,4,48,5,43,37,43,1,42,35,42,34,8,3
3,2,3,1,7,2,5,3,5,2,3,3,3,2,1,1
4,1,2,0,52,18,34,10,34,8,26,1,26,3,23,13
1,0,2,2,20,15,5,1,5,1,4,4,4,4,0,0
1,2,0,0,58,3,55,20,55,10,45,17,45,2,43,21
2,0,2,2,23,1,22,11,22,20,2,1,2,0,2,2
1,4,3,3,23,13,10,8,10,8,2,0,2,0,2,1
0,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0
3,4,1,4,21,15,6,3,6,5,1,0,1,1,0,0
3,4,1,4,27,15,12,5,12,8,4,4,4,1,3,2
3,1,0,0,13,7,6,0,6,2,4,3,4,3,1,0
3,3,0,3,3,2,1,0,1,0,1,1,1,0,1,0
2,3,0,3,15,2,13,6,13,12,1,1,1,1,0,0
3,1,2,3,4,2,2,0,2,1,1,0,1,0,1,0
3,3,1,4,10,5,5,0,5,1,4,4,4,4,0,0
4,0,1,4,8,1,7,2,7,4,3,2,3,2,1,0
4,1,2,2,8,1,7,5,7,3,4,2,4,4,0,0
3,1,1,0,9,3,6,4,6,6,0,0,0,0,0,0
4,3,4,0,10,2,8,7,8,6,2,0,2,1,1,1
3,2,2,1,11,0,11,8,11,11,0,0,0,0,0,0
3,0,1,3,44,13,31,3,31,31,0,0,0,0,0,0
4,4,2,2,41,32,9,2,9,4,5,4,5,2,3,2
1,1,2,4,35,24,11,10,11,0,11,5,11,9,2,0
4,3,2,0,14,9,5,2,5,1,4,0,4,1,3,3
1,0,4,2,27,26,1,0,1,1,0,0,0,0,0,0
3,0,3,4,42,17,25,21,25,11,14,13,14,4,10,0
4,4,3,1,17,17,0,0,0,0,0,0,0,0,0,0
0,4,1,0,41,21,20,12,20,9,11,8,11,2,9,2
4,1,0,2,25,0,25,24,25,20,5,5,5,5,0,0
2,0,2,4,35,27,8,0,8,3,5,3,5,4,1,0
1,4,4,0,49,47,2,0,2,2,0,0,0,0,0,0
4,0,4,1,41,9,32,4,32,28,4,0,4,3,1,1
4,2,1,3,16,13,3,1,3,1,2,1,2,0,2,0
2,1,1,3,47,2,45,31,45,24,21,10,21,2,19,5
4,0,3,3,50,5,45,8,45,7,38,18,38,4,34,1
1,4,3,1,61,3,58,15,58,32,26,22,26,17,9,9
1,3,4,0,27,3,24,0,24,23,1,1,1,1,0,0
1,3,2,4,36,6,30,20,30,9,21,17,21,13,8,8
4,3,2,1,74,41,33,4,33,24,9,5,9,6,3,0
4,3,2,3,31,11,20,14,20,12,8,8,8,8,0,0
4,3,2,3,34,29,5,4,5,1,4,4,4,1,3,0
3,2,3,2,12,8,4,3,4,3,1,0,1,1,0,0
3,4,1,4,49,24,25,17,25,24,1,1,1,0,1,1
4,4,1,1,23,8,15,8,15,13,2,1,2,2,0,0
4,1,3,0,19,1,18,6,18,10,8,1,8,2,6,1
1,1,3,3,43,23,20,2,20,18,2,2,2,2,0,0
1,4,4,3,34,13,21,19,21,1,20,9,20,8,12,10
2,2,0,2,1,0,1,1,1,1,0,0,0,0,0,0
4,2,2,2,16,9,7,0,7,1,6,1,6,4,2,2
3,1,0,3,24,2,22,20,22,5,17,5,17,4,13,6
0,4,4,0,38,18,20,18,20,2,18,6,18,9,9,3
0,0,3,0,20,12,8,5,8,2,6,0,6,6,0,0
3,1,3,0,42,17,25,13,25,8,17,8,17,1,16,11
2,2,3,0,34,28,6,5,6,4,2,0,2,2,0,0
0,2,4,1,34,16,18,10,18,2,16,11,16,11,5,2
1,4,3,0,12,10,2,2,2,2,0,0,0,0,0,0
0,2,4,1,37,32,5,3,5,2,3,1,3,2,1,0
3,0,4,3,3,1,2,1,2,0,2,2,2,0,2,2
1,1,1,0,11,5,6,1,6,0,6,5,6,4,2,2
1,0,1,0,48,24,24,20,24,9,15,14,15,3,12,8
3,1,3,0,20,7,13,11,13,0,13,4,13,7,6,5
4,3,0,3,18,16,2,0,2,2,0,0,0,0,0,0
0,1,4,4,53,40,13,8,13,11,2,0,2,2,0,0
2,4,2,2,23,9,14,6,14,6,8,2,8,7,1,1
4,2,1,1,9,4,5,4,5,4,1,1,1,0,1,0
1,0,1,0,61,54,7,7,7,1,6,0,6,1,5,5
2,0,3,4,48,3,45,5,45,18,27,23,27,15,12,4
4,2,2,0,5,5,0,0,0,0,0,0,0,0,0,0
1,4,4,3,65,50,15,3,15,12,3,0,3,3,0,0
3,1,3,2,40,34,6,3,6,4,2,0,2,1,1,1
2,0,1,1,34,25,9,1,9,0,9,0,9,9,0,0
3,1,4,4,39,16,23,8,23,1,22,3,22,16,6,4
3,1,3,1,19,7,12,11,12,7,5,5,5,5,0,0
2,0,2,2,68,56,12,3,12,9,3,2,3,1,2,1
3,3,3,0,29,10,19,8,19,1,18,16,18,14,4,3
1,2,1,4,34,4,30,5,30,29,1,1,1,0,1,1
4,2,0,2,25,19,6,1,6,2,4,4,4,4,0,0
2,2,2,4,57,41,16,1,16,15,1,1,1,1,0,0
1,3,2,2,47,46,1,1,1,1,0,0,0,0,0,0
0,4,2,2,26,5,21,1,21,8,13,2,13,11,2,2
2,1,2,2,4,1,3,2,3,3,0,0,0,0,0,0
2,4,1,1,36,11,25,19,25,6,19,8,19,9,10,8
2,4,2,0,22,12,10,8,10,4,6,5,6,6,0,0
3,0,3,1,9,0,9,1,9,8,1,0,1,1,0,0
2,2,2,3,22,12,10,8,10,4,6,2,6,0,6,4
1,4,4,1,40,22,18,13,18,16,2,1,2,2,0,0
0,4,2,4,28,13,15,3,15,1,14,1,14,14,0,0
3,3,2,3,58,6,52,45,52,52,0,0,0,0,0,0
1,2,1,1,30,28,2,0,2,1,1,1,1,0,1,1
4,0,1,1,23,4,19,11,19,15,4,4,4,3,1,0
3,4,4,2,40,22,18,8,18,3,15,6,15,9,6,0
2,4,0,4,60,47,13,6,13,3,10,9,10,4,6,4
2,3,2,2,23,13,10,8,10,6,4,3,4,3,1,0
2,3,0,0,38,0,38,9,38,28,10,2,10,4,6,1
0,2,2,4,21,13,8,8,8,8,0,0,0,0,0,0
2,0,1,1,50,18,32,28,32,13,19,0,19,17,2,0
4,1,1,0,33,21,12,2,12,6,6,4,6,5,1,0
3,2,3,2,25,17,8,2,8,5,3,3,3,3,0,0
4,2,2,0,50,23,27,3,27,22,5,2,5,0,5,2
0,0,0,2,21,8,13,10,13,8,5,2,5,3,2,1
2,1,0,0,13,3,10,7,10,10,0,0,0,0,0,0
0,3,4,3,44,12,32,6,32,13,19,9,19,4,15,14
2,0,0,2,38,14,24,14,24,14,10,5,10,5,5,3
2,1,2,4,28,0,28,12,28,3,25,22,25,3,22,8
4,4,0,0,25,13,12,0,12,4,8,4,8,8,0,0
0,3,2,2,22,9,13,13,13,9,4,2,4,3,1,1
2,1,3,3,26,14,12,2,12,2,10,3,10,0,10,10
1,3,2,4,60,46,14,13,14,11,3,1,3,2,1,0
2,4,0,1,59,1,58,48,58,37,21,18,21,20,1,0
4,4,3,4,15,8,7,4,7,3,4,3,4,3,1,1
0,1,2,4,15,15,0,0,0,0,0,0,0,0,0,0
1,3,3,1,8,0,8,3,8,6,2,1,2,1,1,1
1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0
4,4,2,4,65,48,17,11,17,14,3,2,3,1,2,0
0,0,3,1,12,4,8,5,8,8,0,0,0,0,0,0
2,2,0,3,57,20,37,12,37,26,11,10,11,7,4,3
3,1,2,3,77,0,77,72,77,32,45,19,45,37,8,2
3,3,0,3,39,37,2,2,2,2,0,0,0,0,0,0
4,0,3,3,52,28,24,22,24,16,8,6,8,7,1,0
2,3,3,0,15,8,7,3,7,3,4,3,4,4,0,0
3,2,0,1,15,9,6,5,6,1,5,1,5,2,3,3
4,4,3,1,45,3,42,3,42,29,13,8,13,6,7,4
0,1,4,3,21,3,18,14,18,18,0,0,0,0,0,0
3,0,0,0,35,33,2,1,2,0,2,2,2,0,2,0
0,2,4,1,39,2,37,12,37,14,23,15,23,0,23,12
3,3,4,1,36,1,35,10,35,11,24,9,24,20,4,4
2,4,4,3,38,13,25,3,25,5,20,7,20,1,19,5
1,3,0,4,61,16,45,22,45,8,37,10,37,2,35,27
3,4,0,4,22,5,17,2,17,1,16,2,16,8,8,1
0,4,3,2,68,25,43,39,43,16,27,1,27,16,11,5
3,0,3,2,26,4,22,16,22,13,9,4,9,0,9,2
2,0,2,0,54,1,53,18,53,35,18,18,18,4,14,13
4,3,1,2,15,11,4,2,4,3,1,0,1,0,1,0
4,0,3,2,40,1,39,11,39,6,33,27,33,28,5,5
2,4,3,3,38,19,19,0,19,5,14,0,14,13,1,0
0,3,1,2,14,4,10,4,10,5,5,5,5,1,4,3
1,2,0,4,62,56,6,6,6,5,1,1,1,0,1,1
4,0,3,4,29,14,15,8,15,2,13,2,13,5,8,4
2,1,1,4,49,28,21,13,21,8,13,10,13,11,2,1
4,2,2,2,38,17,21,8,21,6,15,15,15,3,12,4
4,3,4,4,28,26,2,0,2,0,2,1,2,0,2,1
3,0,1,0,35,11,24,23,24,8,16,5,16,7,9,2
0,0,2,1,85,39,46,0,46,19,27,27,27,7,20,18
3,4,0,3,58,26,32,10,32,28,4,0,4,3,1,1
2,3,1,2,56,27,29,3,29,18,11,2,11,1,10,8
4,3,0,0,25,22,3,0,3,0,3,1,3,2,1,1
1,4,3,3,54,18,36,10,36,25,11,4,11,5,6,3
2,2,2,0,18,1,17,7,17,15,2,0,2,1,1,0
4,4,1,3,37,31,6,3,6,5,1,1,1,1,0,0
4,2,3,4,21,10,11,7,11,0,11,11,11,2,9,8
4,1,2,3,50,19,31,22,31,2,29,9,29,12,17,1
2,3,4,3,6,4,2,2,2,1,1,0,1,0,1,0
0,4,3,3,46,23,23,0,23,3,20,19,20,14,6,3
4,4,1,1,60,34,26,15,26,8,18,11,18,11,7,7
2,2,2,1,53,6,47,30,47,39,8,3,8,8,0,0
2,3,2,4,35,7,28,19,28,13,15,14,15,1,14,12
4,2,3,4,34,1,33,7,33,6,27,6,27,13,14,4
4,3,0,4,26,1,25,16,25,6,19,9,19,11,8,5
1,3,0,4,54,48,6,4,6,1,5,0,5,0,5,4
3,1,3,3,27,23,4,1,4,1,3,0,3,1,2,1
3,3,1,1,40,17,23,11,23,2,21,14,21,8,13,10
3,3,1,1,22,1,21,6,21,18,3,1,3,1,2,2
3,4,3,4,24,22,2,2,2,1,1,0,1,0,1,0
1,3,2,3,58,6,52,45,52,39,13,9,13,4,9,7
0,1,0,1,15,0,15,13,15,14,1,1,1,0,1,0
2,3,0,1,27,21,6,5,6,3,3,3,3,2,1,0
1,3,3,4,24,23,1,1,1,0,1,1,1,1,0,0
0,1,1,0,7,7,0,0,0,0,0,0,0,0,0,0
4,2,2,4,6,1,5,1,5,2,3,2,3,0,3,0
0,3,0,3,72,10,62,28,62,18,44,21,44,35,9,7
2,2,0,1,69,34,35,34,35,19,16,8,16,7,9,2
3,3,0,2,9,7,2,2,2,0,2,0,2,1,1,0
0,2,3,0,25,11,14,6,14,12,2,1,2,0,2,1
4,3,2,4,34,16,18,15,18,5,13,9,13,4,9,5
0,3,3,0,9,2,7,3,7,5,2,1,2,2,0,0
4,4,1,3,23,19,4,4,4,3,1,1,1,0,1,0
2,3,0,2,48,42,6,6,6,4,2,0,2,2,0,0
2,4,2,1,33,10,23,5,23,12,11,7,11,4,7,3
4,0,4,2,49,14,35,15,35,32,3,2,3,2,1,1
2,0,4,2,1,1,0,0,0,0,0,0,0,0,0,0
1,4,4,4,51,34,17,8,17,15,2,1,2,0,2,1
3,0,0,3,26,13,13,4,13,6,7,6,7,6,1,1
2,2,1,0,41,22,19,6,19,16,3,1,3,2,1,0
0,2,2,2,53,37,16,2,16,16,0,0,0,0,0,0
2,2,1,4,29,5,24,15,24,18,6,5,6,2,4,3
1,0,2,1,29,8,21,8,21,16,5,0,5,3,2,2
4,3,0,1,30,30,0,0,0,0,0,0,0,0,0,0
0,4,3,4,11,10,1,1,1,1,0,0,0,0,0,0
3,4,4,2,31,20,11,8,11,7,4,3,4,1,3,0
2,0,0,2,51,32,19,19,19,7,12,1,12,8,4,0
0,2,2,4,9,9,0,0,0,0,0,0,0,0,0,0
0,0,0,0,40,30,10,5,10,3,7,1,7,2,5,1
3,3,3,4,32,11,21,20,21,7,14,8,14,2,12,9
4,4,4,1,29,14,15,7,15,2,13,1,13,9,4,4
3,2,0,0,53,21,32,25,32,10,22,14,22,5,17,2
3,1,0,4,11,4,7,1,7,4,3,2,3,0,3,3
1,2,0,2,53,9,44,38,44,42,2,2,2,2,0,0
0,3,0,3,31,27,4,3,4,0,4,4,4,3,1,0
1,3,0,1,54,12,42,14,42,0,42,21,42,42,0,0
1,4,3,3,37,27,10,4,10,8,2,1,2,0,2,1
2,3,2,2,35,9,26,0,26,19,7,0,7,3,4,2
3,3,3,2,66,45,21,16,21,6,15,0,15,14,1,0
3,4,3,3,31,3,28,0,28,17,11,10,11,0,11,1
2,2,1,3,18,16,2,2,2,0,2,2,2,0,2,1
1,1,1,3,40,28,12,4,12,11,1,1,1,1,0,0
2,2,4,3,48,17,31,1,31,6,25,5,25,10,15,0
1,4,4,1,30,5,25,4,25,23,2,1,2,2,0,0
4,1,3,0,30,16,14,0,14,13,1,0,1,1,0,0
1,1,0,2,48,1,47,34,47,14,33,11,33,30,3,0
3,3,0,2,22,19,3,3,3,2,1,0,1,0,1,0
4,3,4,3,39,3,36,1,36,33,3,0,3,3,0,0
1,3,3,1,4,1,3,0,3,0,3,0,3,1,2,2
3,2,1,1,59,2,57,41,57,8,49,43,49,42,7,0
4,2,4,2,25,10,15,8,15,10,5,4,5,2,3,3
1,2,0,3,26,9,17,9,17,13,4,4,4,1,3,3
3,1,1,3,43,41,2,0,2,1,1,1,1,0,1,1
1,2,4,4,18,18,0,0,0,0,0,0,0,0,0,0
1,0,3,1,71,13,58,24,58,50,8,8,8,1,7,3
3,4,0,0,32,0,32,31,32,16,16,3,16,15,1,0
1,3,4,0,35,19,16,14,16,6,10,7,10,0,10,5
4,1,1,3,15,1,14,0,14,7,7,7,7,0,7,2
4,0,2,0,37,1,36,33,36,18,18,11,18,13,5,2
2,2,2,3,33,5,28,12,28,4,24,18,24,21,3,3
2,3,2,2,40,23,17,8,17,5,12,9,12,8,4,3
3,1,2,4,27,6,21,13,21,7,14,12,14,11,3,1
3,0,3,1,22,11,11,8,11,5,6,2,6,0,6,1
3,2,0,3,39,28,11,7,11,7,4,1,4,2,2,0
3,2,1,3,52,41,11,3,11,4,7,0,7,7,0,0
2,1,2,2,73,0,73,43,73,53,20,20,20,11,9,8
3,4,2,2,14,2,12,4,12,3,9,1,9,9,0,0
3,0,3,0,26,1,25,5,25,2,23,7,23,8,15,9
0,1,4,3,45,21,24,13,24,3,21,17,21,9,12,0
3,1,4,1,49,6,43,23,43,7,36,32,36,11,25,6
3,1,3,4,8,7,1,1,1,1,0,0,0,0,0,0
2,0,1,3,47,33,14,13,14,3,11,7,11,9,2,2
1,0,0,1,33,28,5,4,5,3,2,0,2,0,2,1
0,4,4,1,36,27,9,5,9,8,1,0,1,0,1,1
1,4,2,4,20,10,10,1,10,9,1,0,1,0,1,1
2,3,2,4,33,19,14,1,14,5,9,3,9,0,9,6
3,2,0,3,27,27,0,0,0,0,0,0,0,0,0,0
3,4,4,3,18,6,12,11,12,7,5,0,5,2,3,1
2,3,2,3,2,0,2,1,2,0,2,0,2,1,1,0
1,1,1,0,12,0,12,0,12,8,4,4,4,1,3,1
4,1,0,3,38,3,35,7,35,17,18,11,18,11,7,2
3,3,4,0,9,8,1,1,1,0,1,0,1,1,0,0
2,2,4,3,34,26,8,5,8,3,5,1,5,4,1,1
1,2,3,2,67,26,41,19,41,2,39,39,39,4,35,33
1,3,1,0,43,13,30,11,30,12,18,10,18,9,9,4
2,3,2,2,64,58,6,4,6,5,1,1,1,0,1,1
4,3,3,4,7,0,7,2,7,4,3,0,3,1,2,1
4,3,4,0,50,23,27,5,27,20,7,4,7,4,3,0
2,2,1,4,14,7,7,7,7,6,1,1,1,0,1,1
0,2,3,3,34,19,15,0,15,9,6,4,6,2,4,4
4,1,4,0,63,36,27,21,27,18,9,1,9,5,4,3
4,4,3,0,23,5,18,7,18,1,17,17,17,12,5,0
0,2,2,2,48,13,35,35,35,9,26,0,26,2,24,16
1,1,4,3,63,4,59,49,59,0,59,56,59,22,37,10
1,2,2,0,30,8,22,10,22,0,22,14,22,4,18,2
1,0,0,3,40,23,17,6,17,16,1,1,1,1,0,0
4,2,4,4,42,23,19,17,19,8,11,5,11,6,5,1
3,1,0,0,17,17,0,0,0,0,0,0,0,0,0,0
4,0,2,1,55,29,26,0,26,11,15,8,15,7,8,2
0,2,4,4,24,18,6,0,6,3,3,0,3,1,2,2
0,2,1,4,46,29,17,1,17,0,17,5,17,7,10,6
3,1,0,3,43,29,14,14,14,9,5,0,5,1,4,2
4,1,4,3,53,44,9,3,9,1,8,7,8,2,6,4
2,3,4,0,33,7,26,15,26,24,2,1,2,2,0,0
3,1,2,3,27,18,9,2,9,7,2,0,2,2,0,0
4,0,1,4,27,21,6,0,6,3,3,1,3,1,2,0
4,3,3,3,40,19,21,10,21,5,16,7,16,8,8,1
0,3,2,2,23,9,14,1,14,6,8,1,8,1,7,3
1,4,2,4,35,25,10,10,10,4,6,2,6,3,3,0
3,2,1,4,17,1,16,12,16,0,16,9,16,6,10,1
4,0,2,2,25,12,13,7,13,2,11,8,11,4,7,3
0,4,4,0,63,9,54,33,54,43,11,3,11,8,3,3
0,2,3,3,62,39,23,20,23,17,6,4,6,3,3,3
4,0,4,4,27,16,11,1,11,0,11,11,11,8,3,1
2,3,1,0,9,9,0,0,0,0,0,0,0,0,0,0
0,0,0,1,8,8,0,0,0,0,0,0,0,0,0,0
2,0,0,1,27,6,21,14,21,13,8,8,8,0,8,4
4,3,2,3,10,9,1,0,1,1,0,0,0,0,0,0
0,3,0,4,46,40,6,1,6,0,6,5,6,0,6,3
0,4,3,4,16,2,14,10,14,7,7,0,7,6,1,1
1,2,3,4,33,21,12,8,12,0,12,12,12,3,9,4
3,4,2,4,66,48,18,1,18,16,2,1,2,2,0,0
2,0,2,0,58,14,44,14,44,37,7,5,7,2,5,4
2,1,1,0,24,6,18,8,18,12,6,0,6,2,4,1
2,2,0,0,29,11,18,9,18,12,6,6,6,2,4,3
1,4,1,1,21,6,15,9,15,9,6,2,6,3,3,0
4,2,4,2,47,30,17,12,17,2,15,3,15,4,11,6
1,0,4,2,42,29,13,1,13,8,5,3,5,5,0,0
1,1,0,0,30,21,9,3,9,6,3,3,3,2,1,1
2,2,3,0,37,19,18,16,18,16,2,1,2,1,1,1
1,1,2,2,40,19,21,16,21,20,1,1,1,0,1,0
2,3,4,1,4,1,3,0,3,0,3,2,3,3,0,0
4,2,2,0,33,27,6,5,6,5,1,1,1,0,1,0
0,3,3,2,5,5,0,0,0,0,0,0,0,0,0,0
0,1,4,1,11,10,1,1,1,0,1,0,1,1,0,0
1,0,3,2,29,9,20,5,20,10,10,10,10,5,5,2
4,3,3,4,4,4,0,0,0,0,0,0,0,0,0,0
0,4,4,1,45,20,25,18,25,15,10,10,10,2,8,0
0,0,0,3,17,11,6,4,6,6,0,0,0,0,0,0
0,1,1,1,37,33,4,4,4,1,3,0,3,1,2,0
2,2,0,4,59,36,23,16,23,1,22,9,22,18,4,0
4,3,0,2,17,3,14,12,14,4,10,10,10,4,6,3
4,0,1,1,66,16,50,2,50,14,36,17,36,24,12,1
2,1,3,2,6,2,4,4,4,0,4,0,4,4,0,0
2,0,1,0,5,2,3,0,3,2,1,0,1,0,1,0
3,4,0,0,55,23,32,18,32,15,17,8,17,9,8,6
0,3,4,1,64,7,57,9,57,30,27,0,27,3,24,7
4,2,1,1,20,1,19,7,19,6,13,2,13,2,11,7
3,1,0,1,25,2,23,18,23,19,4,1,4,1,3,3
3,3,2,3,18,9,9,0,9,2,7,3,7,0,7,2
0,1,0,0,40,8,32,32,32,17,15,11,15,5,10,4
4,2,4,4,44,44,0,0,0,0,0,0,0,0,0,0
1,4,4,2,10,5,5,0,5,3,2,0,2,1,1,0
0,0,3,1,21,3,18,10,18,4,14,12,14,12,2,1
3,1,3,4,36,29,7,7,7,0,7,0,7,5,2,1
1,3,0,4,7,2,5,0,5,2,3,1,3,1,2,1
1,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0
2,0,0,3,43,11,32,30,32,15,17,2,17,11,6,0
4,0,4,4,37,17,20,0,20,19,1,1,1,0,1,0
0,2,0,4,52,4,48,29,48,25,23,23,23,7,16,15
0,4,0,0,21,5,16,2,16,9,7,3,7,5,2,0
2,0,3,1,49,4,45,1,45,8,37,15,37,21,16,6
2,3,2,3,33,23,10,6,10,2,8,2,8,7,1,0
4,1,3,1,35,28,7,4,7,7,0,0,0,0,0,0
0,3,0,4,45,0,45,5,45,32,13,4,13,13,0,0
2,2,3,2,26,8,18,16,18,18,0,0,0,0,0,0
0,4,3,3,22,2,20,16,20,12,8,0,8,6,2,2
3,1,4,2,21,20,1,0,1,1,0,0,0,0,0,0
1,2,0,0,19,3,16,2,16,7,9,6,9,5,4,0
2,4,0,3,42,0,42,15,42,7,35,4,35,22,13,9
2,0,0,3,44,44,0,0,0,0,0,0,0,0,0,0
2,4,3,2,23,7,16,8,16,0,16,9,16,13,3,2
4,4,0,1,20,9,11,11,11,0,11,9,11,10,1,1
4,2,4,3,10,9,1,0,1,0,1,0,1,0,1,0
3,3,2,3,11,11,0,0,0,0,0,0,0,0,0,0
1,0,2,0,11,6,5,5,5,4,1,1,1,1,0,0
0,1,3,2,28,26,2,1,2,1,1,0,1,1,0,0
3,4,4,0,19,7,12,1,12,6,6,5,6,3,3,2
0,3,0,1,18,3,15,8,15,0,15,9,15,12,3,2
0,0,2,2,57,27,30,0,30,12,18,3,18,16,2,1
3,2,2,4,21,5,16,3,16,8,8,7,8,2,6,0
0,1,2,3,57,2,55,5,55,33,22,9,22,4,18,9
3,0,2,1,23,16,7,2,7,5,2,0,2,1,1,0
4,1,3,0,45,38,7,3,7,5,2,2,2,0,2,1
1,3,1,3,54,11,43,1,43,38,5,1,5,0,5,4
3,0,2,3,52,23,29,16,29,0,29,7,29,4,25,13
2,1,3,1,7,2,5,4,5,0,5,5,5,2,3,1
1,4,2,4,36,15,21,14,21,20,1,0,1,0,1,1
0,4,4,0,18,4,14,11,14,14,0,0,0,0,0,0
3,1,2,1,25,3,22,1,22,17,5,3,5,5,0,0
3,3,0,3,1,0,1,0,1,1,0,0,0,0,0,0
4,0,3,3,23,23,0,0,0,0,0,0,0,0,0,0
0,1,0,0,26,16,10,7,10,5,5,4,5,1,4,2
2,3,4,2,15,6,9,4,9,0,9,8,9,1,8,6
4,2,3,3,55,51,4,3,4,4,0,0,0,0,0,0
4,2,2,3,52,45,7,5,7,1,6,3,6,1,5,0
2,4,4,2,25,2,23,23,23,2,21,0,21,16,5,1
3,4,1,0,21,7,14,5,14,9,5,3,5,0,5,5
3,0,0,0,29,8,21,14,21,20,1,1,1,1,0,0
3,1,4,2,22,15,7,5,7,6,1,0,1,0,1,1
2,2,2,3,48,44,4,3,4,3,1,1,1,1,0,0
2,1,1,2,36,34,2,1,2,0,2,1,2,1,1,0
0,2,3,4,61,29,32,0,32,21,11,6,11,0,11,0
1,4,4,0,10,7,3,1,3,3,0,0,0,0,0,0
1,2,3,0,58,30,28,24,28,12,16,13,16,6,10,10
4,1,3,2,49,44,5,3,5,2,3,3,3,0,3,2
1,2,2,4,34,30,4,2,4,4,0,0,0,0,0,0
0,1,4,1,16,5,11,2,11,0,11,8,11,4,7,2
3,3,3,2,12,6,6,0,6,4,2,1,2,1,1,1
3,1,4,0,51,8,43,21,43,8,35,25,35,28,7,2
0,3,2,3,30,27,3,1,3,1,2,2,2,0,2,2
1,1,0,0,38,14,24,15,24,14,10,5,10,10,0,0
1,2,1,3,32,10,22,0,22,10,12,0,12,3,9,7
0,3,3,3,29,7,22,6,22,10,12,2,12,1,11,5
0,2,0,1,34,29,5,0,5,0,5,4,5,1,4,2
4,0,2,3,17,16,1,1,1,0,1,0,1,1,0,0
4,1,4,0,55,1,54,35,54,5,49,25,49,8,41,27
0,0,0,2,8,5,3,0,3,0,3,2,3,1,2,1
0,0,2,1,14,14,0,0,0,0,0,0,0,0,0,0
1,3,3,4,18,7,11,1,11,6,5,0,5,4,1,1
3,2,4,1,38,10,28,9,28,25,3,0,3,1,2,1
1,0,2,4,26,5,21,1,21,11,10,4,10,2,8,3
2,4,0,3,4,4,0,0,0,0,0,0,0,0,0,0
3,4,1,4,24,10,14,2,14,7,7,3,7,0,7,5
0,3,2,1,42,0,42,22,42,3,39,31,39,22,17,16
4,2,0,0,54,41,13,5,13,13,0,0,0,0,0,0
4,0,3,3,24,16,8,5,8,7,1,0,1,1,0,0
2,4,1,2,31,18,13,2,13,11,2,2,2,1,1,0
0,2,3,2,16,12,4,1,4,2,2,1,2,2,0,0
0,2,3,2,25,13,12,1,12,3,9,1,9,8,1,1
1,2,3,3,28,12,16,0,16,5,11,5,11,8,3,3
4,4,1,2,39,34,5,3,5,3,2,1,2,0,2,1
1,2,1,1,82,53,29,5,29,16,13,10,13,9,4,1
2,0,3,0,13,8,5,5,5,5,0,0,0,0,0,0
1,2,1,0,66,25,41,41,41,0,41,12,41,34,7,1
1,2,0,2,41,32,9,6,9,5,4,3,4,4,0,0
3,2,0,2,13,2,11,3,11,10,1,0,1,1,0,0
2,0,3,4,54,32,22,6,22,3,19,11,19,13,6,2
4,3,4,3,38,6,32,6,32,20,12,2,12,1,11,2
4,0,0,0,16,7,9,0,9,6,3,3,3,0,3,0
1,1,3,3,39,26,13,13,13,7,6,1,6,1,5,4
4,0,4,0,31,1,30,8,30,6,24,0,24,8,16,12
0,1,2,4,7,2,5,3,5,3,2,2,2,2,0,0
4,2,0,2,32,5,27,8,27,16,11,3,11,3,8,7
4,3,0,2,12,1,11,1,11,2,9,5,9,3,6,2
1,2,1,3,4,0,4,0,4,0,4,1,4,1,3,2
4,1,4,0,58,41,17,4,17,6,11,8,11,8,3,2
4,2,0,1,28,9,19,16,19,14,5,4,5,0,5,2
1,4,2,0,51,23,28,1,28,11,17,13,17,12,5,0
2,4,1,2,58,21,37,15,37,7,30,6,30,16,14,5
1,0,4,0,13,4,9,4,9,9,0,0,0,0,0,0
3,0,1,0,42,20,22,2,22,17,5,1,5,2,3,3
0,0,3,2,31,20,11,5,11,7,4,1,4,0,4,2
0,1,3,0,34,31,3,3,3,3,0,0,0,0,0,0
2,4,4,0,71,50,21,17,21,4,17,15,17,6,11,11
1,0,3,4,43,22,21,0,21,19,2,2,2,0,2,1
2,2,4,1,11,11,0,0,0,0,0,0,0,0,0,0
3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,3,2,46,26,20,6,20,19,1,0,1,0,1,0
2,3,4,2,29,15,14,8,14,2,12,11,12,0,12,10
3,4,3,1,17,1,16,6,16,8,8,8,8,8,0,0
2,1,2,3,43,3,40,13,40,0,40,5,40,12,28,27
2,2,2,1,5,1,4,0,4,3,1,1,1,1,0,0
